overall,title,reviewText,asin,parent_asin,reviewerID,timestamp,helpful_vote,verified_purchase,review_length
5.0,No  Pairing Button  Read description on what type it will work.,"If all else fails......  go back and read  the description.  Apparently,  I was trying to hook this up to the little square  Roku box,  and it did not work.  There is no pairing button!  There is a voice and mute control,  but  not pairing button!",B09GY8YCS2,B0CBPXRPNC,AETTCQ34XRYAYKLWZZJZVRQM5MSQ,1673792974670,0,True,247
4.0,"For the quality of the camera,  works as good as it is.","This is a good little camera for the price.  First of all,  it was an easy set-up...zip zip zip.  The picture was nice and clear.  I sent this to California for my upcoming visit.  We plugged it in, and got a great view of the little kitties at play.  There is a second or two delay of the voice, but at least the voice was working,  and it was strong enough.<br /><br />At one time,  coming into the home from outside, I did get a freeze action, so, not sure well that works.  But,  this is a simple home camera, so don't expect a ton of bells and whistles.  The camera does stay in the same position as it was placed,  so place it correctly, because you cannot move it from the phone.  But,  you will get a good size angle for this camera.  It will cover a large area.<br /><br />Experiment for a while.  Learn how to use it best.  Then, you can add more.",B07228PZZ7,B07228PZZ7,AETTCQ34XRYAYKLWZZJZVRQM5MSQ,1508769825235,1,False,857
5.0,"Handy, attractive, lightweight, efficient","The camera case is capable of toting many small and personal electronics.  I like the softness of the weather resistant fabric called Neoprene.  The soft case features a hand wrist strap, which appears to be durable enough for general activity.  Also there is a belt loop plus, with a small ring hook, I attach a key holder that attaches quickly to a belt loop without using the belt strap.<br /><br />The fit is comfortable around the waist.  I have slipped it onto the belt loop of pants and frequently use the case for my cell phone.  The smaller Ipod fits easily, plus, the outer pocket fits a small pair of reading glasses for reading the Ipod. The case holds my Nano Ipod plus the larger Ipod with a thicker skin covering. I have also used this for the small FLIP camera when I need it.<br /><br />This is handy, attractive, comfortable and efficient and lightweight. The only drawback is the color black.  When I put this into my bag, it is difficult to locate, to spot within the purse/bag.  A bright color would be preferable. ......Rizzo",B002VPE1X4,B002VPE1X4,AETTCQ34XRYAYKLWZZJZVRQM5MSQ,1278722463000,0,False,1047
2.0,"Cheap looking, not the best I've purchased.","Would not recommend these. There are smaller, sleeker, similarly-priced alternatives on Amazon. I got these thinking I was replacing my last ones, but the difference is notable. It's bigger and clunkier looking, and has an ""exposed"" area when in its closed state (if you close it on a white surface for example, it will show a white circle inside of the black perimeter, rather than having a closed, opaque closed state).",B07CZDL788,B07CZDL788,AHYG2SDLVSDVQFQAST4KXN644KZA,1578525169673,0,True,421
5.0,Great product,"I bought this for teaching my colleges course which has been distance learning for this semester. Works very well, a great upgrade from the laptop camera.",B085TFF7M1,B09M7P15SR,AFASVL4H24QLUXJTTRK3GQFWI4RQ,1614485771197,0,True,154
1.0,Stand,"Very cheap, it seems like the smallest TV would tip over I'll pass.",B07KQ2YGZ3,B07KQ2YGZ3,AH5G7XAAWPMSGANBMPMSPFZSMI3Q,1585258556751,1,True,67
5.0,Good for the price and easy to use,"ARTECK HW086MW162 Wireless Keyboard and Mouse combo, still charging that's why there are cables. Pen in the photo for size reference, along with the box it came in.<br /><br />Unboxing was “frustration free” as advertised. I recycled my Logitech cord that connected to my desktop and inserted the USB receiver in it and it worked.<br /><br />I plugged in the Micro USB charging cable to the keyboard and mouse. Only one Micro USB charging cable came with the combo so  I used an extra Android Micro USB charging cable to charge both at the same time.<br /><br />I was able to use the keyboard and mouse in a few moments. My computer automatically updated the files needed in a few minutes.<br /><br />All in all the unboxing and set up was quick and effortless. Now I am going to explore the keyboard.<br /><br />This keyboard has no number side keyboard that makes it smaller.<br /><br />It has a blue function key to access page up, page down, home, and end, on the lower right where the left, right, up, down keys are.<br /><br />Along the top with the F keys are blue function commands:<br /><br />Escape has “Media” – when pressed opened Wave Pad, a NCH program I have installed.<br /><br />F1 has an >/||, which did nothing when pressed<br /><br />F2 has |&lt;&lt;,  which did nothing when pressed<br /><br />F3 has >>|,  which did nothing when pressed<br /><br />F4 has a speaker symbol )x, That mutes sound<br /><br />F5 has a speaker symbol - which lowers volume<br /><br />F6 has a speaker symbol + which  increases volume<br /><br />F7 has a symbol for home, which opens a new browser tab<br /><br />F8 has a symbol of a magnifying glass that opens a search side window and uses Bing for search, when I clicked on one of the search results it opened a new Chrome tab. I had Chrome already opened.<br /><br />F9 has a symbol for a folder, which did nothing when pressed<br /><br />F10 has a symbol for power which turned off my computer. Since I had programs opened my computer asked for permission so I canceled.<br /><br />F11 has “insert” on it which is pretty self explanatory<br /><br />F 12 has “PrtSc” for print screen<br /><br />The action on the keyboard is nice and a lot quieter than the Logitech keyboard I am replacing. The mouse action is good and also quiet.<br /><br />For less than $23 this is a good keyboard and mouse. I never used the number keys on the side of my Logitech keyboard, which needed batteries, as did the mouse that came with it. The mouse had begun to do double clicks when I clicked once and the keyboard “enter” would stay down. That's why I replaced them for this Arteck Keyboard and Mouse combo. To be able to stop buying and replacing batteries and the small space it takes up, along with it is quiet, makes my money well spent.",B07MCTZ3LZ,B07MCTZ3LZ,AGQPOJRRMVIZRU6MIVFJETYPDK6Q,1564689721934,24,True,2778
5.0,Nice system,"Easy setup getting all three up and running. Single story 1800 sq. ft. house with full basement.  I was able to get all my TP-Link receptacles, cameras, Honeywell thermostat, Sense, garage door controller and a phone. Upstairs or basement all is good. I have coverage out back on the deck and out front on the driveway.  Way better than the stuff AT&T used.  App is easy to navigate and full of good information.",B06WVCB862,B0C26NRH8Z,AF7TPVRATKMWPZKKQHML4GRANNWA,1615432336955,0,True,412
5.0,Large Cooling Monster!!,"This was such a fun build for me to put together. This cooler came well packaged and on time. However Carrier threw the box onto my porch (Looking at you UPS).<br /><br />Pros: Instructions are very clear and came with diagrams. Came with pre-applied thermal paste. Keeps my i9-12900KS Cool!! Fans are quiet!! Like Startlingly quiet!<br /><br />Cons: Was a little bulky to maneuver into a mounting spot.<br /><br />Overall this cooler upon turning on my build kept my CPU under 20C until i installed Windows. Running 3DMark it did not rise above 55C. If you got a full tower and the money, Buy this cooler!! It is definitely worth the cost to cool your CPU!!! Kudos Corsair!!!",B09HDPTRCQ,B0BX762Q35,AEQKKHGPQHHB4X2WM2HKPPWBPR5Q,1670062254553,2,True,676
5.0,Finally a dual that works with Apple,"it took me a while to find these. I did searches and it wasn't until my husband came across this. I do have bluetooth B&O headphones but they only last for 4 hours. So I use my Westones to listen to my meditation music or my Apple playlist alone. I love that Apple allowed a company to make this because I spent a lot of money on westones for best quality listening. AND I love the ability to charge my phone at the same time. so this little thing is worth the money!<br /><br />Now I know many other companies make a similar thing but I ran into the problem of not compatability and I spend money on 3 different ones. so yes, these Belkins ARE the bomb!",B074WDWVX1,B09K7JMBYK,AHDSEQNTSVKKO6RDLRWCNRDNCC5Q,1530558123485,3,True,654
1.0,"Has no corner or drop support at all, flimsy material, not as strong magnets folding in on itself.","This has no corners.  Your iPad sticks to it from it's own magnets, nothing else is holding it in place.  So there is zero protection from falls on three sides.  Zero protection for the corners.<br /><br />I use my covers like a folded magazine to hold the tablet.  After a couple of years the material usually start to sag, this one is doing it right now from the start, the very first time I've used it.<br /><br />It's own magnets, which help stick to itself to create a triangle when folded, aren't very strong compared to others.",B07H79HC18,B087M2NL4L,AGYPJI2W4ZRQIEJSAIQCVRG7KIRA,1642980235583,0,True,534
1.0,bad microphone,"Bad microphone, never understands what I say, but never forgets to ask if we want premium services. Doesn't work when your internet is down. speech2text has been around since the 1952, had it in my Commodore 64 (1975 computer) ; can't do offline speech2text translation? Spend more time repeating myself than enjoying the fruits of technology.",B07XKF5RM3,B08DMXDPW5,AGSXCHNNVJLYG5BAWA73RYEIGKYQ,1641584611921,0,True,343
5.0,An excellent value!,"Easy to set up, reliable and compact. Does everything I wanted it to do!",B01I2IUKCY,B01I2IUKCY,AEVYYOZKW7NNUI77YPOCWJLSLXJQ,1483539476000,0,True,72
5.0,Worth the extra money,I had bought another mount for my Odyssey g9 that worked ok.. However I could not tilt the monitor up and down. It's surprising how easy this is to tilt in comparison. keep in mind there is a limiter that does not allow the bottom part of the arm to pass flush with your desk. Wish there was a way to disable this however I have not found a way. Other than that this arm is the best for odyssey g9,B0959D7XDM,B0959L332L,AFT5UPZIUAW6ZWLXNGOH3GI7KY3A,1673457108936,0,True,397
5.0,2 weeks of use - 2 semanas de uso,"It is going very well. No any annoying sound, works and it is silent<br /><br />Update: 10 months, it keep working very well. I have no conplain.<br /><br />Va muy bien. No hay ningún sonido irritante, funciona y es silencioso.<br /><br />Actualiza: 10 meses y sigue funcionando bien.",B087NLK5K4,B087NLK5K4,AHS35E5OOTK2M73QJA5LWIVIIELQ,1643828390048,1,True,284
4.0,Working well,"I got this to use with my tv and it’s working well. It was a bit problematic for me since the keys feel like they are slightly different than my regular keyboard but it’s just an adjustment. No trouble hooking it up or using it. I’ve also hookup up a mini pc to my tv which I’m using as a monitor for it and this comes in handy for that. Small footprint, it’s easy to put it where I can find it.",B09KLPJQPD,B09KLPJQPD,AHTLWVDXSMG5YMVMEIWWOU6XBZMA,1670813594064,0,False,395
5.0,C to Lightning - hook up your iphone to your c adapater,So I purchased all these C adapters and realized I couldn't charge my iPhone unless I also have a Qi option. This is my solution. It plugs right into the C adapters and I can connect my phone without using additional chargers. Nice to have especially when traveling. It works perfectly and does fast charge.,B07XS4LK28,B07XLD8HN8,AHTLWVDXSMG5YMVMEIWWOU6XBZMA,1591380604553,0,False,307
5.0,Check your settings for the motion detection,"We didn't use this for a baby, we had a very ill person staying with us for a couple of weeks and we used it to keep track of him. He was supposed to stay in bed but didn't want to so we set this up so we didn't have to go running every time we heard a sound (now we only ran when he was trying to get up). It made some long nights way more bearable. We hooked it up and set it up without the instructions and at first every little movement was pinging us.  Not quite when he was breathing but we got every twitch. We finally adjusted the setting so that normal movements were okay but ""big"" movements we were pinged. Once we got  that figured out it worked perfectly. Better than a standard baby monitor because we could hear but we could also see what was happening. Great night vision (it was dark but we could still see) and we had no trouble hooking it up to our wifi. The app went right onto our phones and we were notified when there were changes. If you are using this for a baby, you'll find that it works well and is very easy to use. Highly recommended.",B07Z6QJRRD,B0845W4CWD,AHTLWVDXSMG5YMVMEIWWOU6XBZMA,1582738852056,0,False,1064
5.0,Easy to use,"Have thinkpad laptop for my job sometime need to run some CD but thinkpad computer doesn’t has CD DRIVER ,so I try to find CD DVD Drive plug , and this produce is doing great!!!, for someone that has computer but without cd drive you don’t need a new computer just get this produce!",B07G55X5MW,B07G55X5MW,AH62AN5A2I62HIVJKUSLSSAB5X6Q,1555312339821,0,True,282
5.0,Love it!,I had a 250GB Toshiba Ext. Drive and lost it and that one was good but not as good as this. I just got it today and it is awesome. It makes no noise like my Toshiba and it does not get hot like the Toshiba did. I have put more than 10gigs of stuff on this thing and it is only warm! I love it and would recommend it to anyone looking for a ext. hard drive.,B001CBNH4C,B002A9JDC0,AG7GTQLAMNWSFHI6GB6V56DEOUMQ,1302574505000,1,True,356
5.0,There Is SO Much You Can Do With This Set- It Is FUN!,"Please check in with this review as I plan to expand it greatly as we continue to explore the uses of this fabulous action cam Live View remote kit.  We have been working with this kit as much as we can, but the weather has been horrible so we have been limited on the action filming we can do with it.  I plan to update this review very often in the next month or two as we experiment with the different uses of this camera set with more detail of our experiences.<br /><br />WHAT IS THIS LIKE?<br />The set comes with the camera which looks very small- smaller than a pack of cigarettes.  There is a waterproof case as well as mounts, a wrist screen to monitor and control what you are filming because you won't be able to look through the camera window on the camera itself.  This is designed to use the wrist screen for use.  It is not like a traditional video cam that you look through the screen on the camera as you film.  I am using a microSD card that is 64GB with this camera.<br /><br />DOCUMENTATION AND LEARNING CURVE<br />The documentation was a bit challenging for me to wade through.  It was printed on what looked like recycled paper that is very cheap and not sturdy.  It came in a bunch of different pamphlet forms and other languages too.  I found that this camera was a bit challenging to learn at first. If you are a hands on type of person who tends to jump right into things without reading directions well, you might find a bit of a learning curve with this set.  It is not like a traditional video camera.  It has a few different ways of doing things that I found challenging at first to learn how to operate.  My kids (the techie fanatics of the house) also had a bit of a challenge to operate it at first, so it was not just me.<br /><br />WATERPROOF CASE<br />The waterproof case is easy to get on and off of the camera.  It makes it so that you can film in the rain or the presence of water without any worries.  The enter and hold button is rigged so it operates through the camera case as well as it does on the actual camera.  The previous and next buttons also work well from the waterproof case as they do on the actual camera.<br /><br />LIVE VIEW REMOTE (WRIST BAND)<br />The live view remote as a great picture on it.  It is pretty easy to see despite it being very small, it is sharp and decent enough so you can direct the filming to where you want it to happen.  The camera is controlled from the live remote so that you don't have to be near the camera to make it work.  That means you can use it on your car, helmet, or bike, etc.  The wrist band works well but has to be recharged via mini-usb connection that you can get with the cord that came with the unit.<br /><br />CAMERA<br />The camera was a bit of a challenge to work at first.  The screen has to be rotated through various settings quite a bit at first to get the idea of how it works.  It is black and white and quite basic in nature.  You can use the camera without the wrist band, but it seems to work best together.  You need to have the camera recharged via the USB to mini usb connector cord that comes with the set.  I have not had the camera run down yet so I can not comment on the recharge time.<br /><br />FILM QUALITY<br />This is where I was truly amazed.  I was not expecting this camera to be too great, but I was so WRONG.  The quality of the video we got is fabulous.  VERY high quality HD video and sound for the size camera it is AND used in the waterproof case that we have had to use constantly due to rain we have had ever since we got this set!  We did notice that the sound on the recordings is exceptional too.  It picked up birds singing, all kinds of sounds around but at times footsteps were magnified heavily too.<br /><br />MOUNTING<br />The mount can be transferred from one place to another in various applications.  There are clips, bands, and all sorts of mounts you can use which will allow you to use on helmets with air holes, helmets that are solid, and in a variety of ways.  It is very versatile.  We also have some car mounts that weather permitting we can test out as well and I will update with results.<br /><br />WHAT WE HAVE USED THIS FOR SO FAR<br />So far we have had our daughter strap it on her bike helmet and take it for a ride in the rain, but she could not go far due to the rain being too strong.  We have tested it on a helmet walking around the yard and running.  We have used it to film fish outside a tank, and a variety of settings outside, but have not been able to test it in a very fast moving nature yet.<br /><br />EDITING SOFTWARE<br />So far it has been pretty easy to use and view the videos from the software.  I went online<br /><br />WHAT WE LIKE<br />-filming through waterproof case is fantastically clear<br />-clarity of camera is excellent<br />-mic is very good- almost too good.  Picks up tons of sound(including footsteps which sound rather loud)<br />-extra gear is fantastic so you can slip the mount in and out easily so you can transfer from one place to another easily<br />-wristband is comfortable with great picture and is easy to use when you can not reach the camera<br />-can still use the camera without the wristband although not quite as nicely as with the camera only<br />-editing software is intuitive and easy to use with a small learning curve<br /><br />WHAT WE DON'T LIKE<br />-learning curve at first is a bit bigger than expected<br />-wristband can get hot<br />-instructions can be confusing if you are not a highly technical person<br />-mic can pick up footsteps or other background noises loudly<br />-enter button on the camera is sensitive so if I drop it in a bag, it will turn on even inside the case<br />-putting camera on the side of helmet can get a bit heavy which might bother some<br />-paperwork is cheap and in too many pieces.  I prefer a good solid manual that you don't have to go online to get<br /><br />THE BOTTOM LINE<br />Due to weather, we have not been able to film in as much variety of high action as we plan to do.  As it is right now, we have used it in mildly active circumstances and in a lot of rain. The film quality is AMAZING and the sound is also very good.  The online videos and instructions do help some to understand how to use it and what to do with it.  This camera can switch between video, loops, and photos- all of which can be controlled through the live remote wristband.  If you are a video fanatic, you have a lot of possibilities with this camera set.  If you are a dabbler who wants to have some fun, I still think you can have a lot of use for this set.  This camera has  a lot of possibilities and we plan to continue to explore them as our horrible weather lightens up and we can get back out and do some fun videos.  Hopefully I can upload something to show you the amazing quality of this camera.<br /><br />I highly recommend this action cam and Live View Remote kit.  The quality is excellent and it has a lot of fabulous possibilities to journal trips, capture action accomplishments on film and find new ways to document action and interesting video.  The size and mounts make it possible to do MANY different things and I can see years of fun with this set.<br /><br />As I said in the beginning, I will be updating and streamlining this review as I continue to learn and use this camera set.  My entire family is really excited about this and we are all enjoying having it. There has even been talk of strapping it to the kitty to see where he goes all day.<br /><br />I don't think I really want to know.",B00R1CO9X4,B010L8I3K4,AHMG3ALUBE3FEBHODTBHP5J24YDA,1428588364000,3,False,7577
3.0,Way overpriced,"If you have TV Ears, you'll need to keep replacing the tips. These are the official tips, but the price is pretty steep for 10 little pieces of foam. I find the TV Ears product in general unsatisfying (mono sound, not very comfortable to wear), but my mom likes it pretty well.",B002KJ4EMO,B002KJ4EMO,AG5F4B4NU6DRMAKP743BDE5S3T5Q,1375856434000,0,True,277
5.0,"For the price, well made","I ordered a 'Vegan Leather Backpack for Women Men, 15.6 Inches Laptop Bookbag with USB Charging Port, Vintage Daypack with Drawstring Closure, Brown' for review.  My wife liked the style and was pleased with the quality when it arrived.  Now this is not a luxury bag, but for the price it is well made.  It is durable and handles my wife's laptop, ipad and work papers easily.  It has a large main pocket with a sub-pocket to place the laptop into.  The straps are wide and comfortable on the shoulders.  It has a plastic clip open and close 'port' to feed a charging cord through to be able to attach a power brick to for recharging your devices.  The color was a bit darker brown then pictured.  Overall for the price it is well made and works efficiently for my wife.",B08W43825W,B08W43825W,AFLBMDZDIPCHMWWA7CXQXITPBJKA,1621186403740,0,False,770
5.0,Great solid build.,"I ordered the 'Wimberley AP-7 Universal Cold Shoe Mount Adapter with Anti-Rotation for Flashes, LED Lights, Monitors and Other Accessories - 1/4-20 - Made in USA' for review.<br /><br />I am really impressed with the quality and usefulness of this little Universal Cold Shoe mount. It is a pretty simple design but is not just a cheap build. This really has been well designed and works great for my needs and will be a permanent addition to my go to camera bag. Overall I am very pleased with this Wimberley AP-7 and think it is absolutely of great value and well worth the price.",B06XGZG923,B06XGZG923,AFLBMDZDIPCHMWWA7CXQXITPBJKA,1585438401321,0,False,581
4.0,"Cute design, Surface Pro 7 fits perfectly","I ordered this Funky Planet 13"" inch Laptop Sleeve Case in purple with butterflies for review.  The Design is printed on and is quite cute.  The colors are vibrant.  It is constructed well.  It is a rather thin Neoprene which will keep my wife's Surface Pro Scratch free but not completely protected from a drop.  She plans on putting it into her backpack, so with both she is pretty well protected.  It fits easily over both her Surface Pro with keyboard and standing case.  The dual zippers zip smoothly.  It does have a pretty strong chemical smell to right out of the package.  Overall, my wife will get a ton of use out of it and loves the aesthetic look of it.",B07HYZH7F6,B07J1RNXL8,AFLBMDZDIPCHMWWA7CXQXITPBJKA,1578722193779,0,False,666
3.0,On the fence still...,"First, let me say I purchased the Powershot 510 and the Powershot 310.  The 510 is a much more solid camera and a lot less plastic than the 310.  I think my two largest complaints and frustration comes with the touch screen and the 12 power zoom.  The touch screen drains the battery faster than my other Canon Powershot cameras and the zoom is incredibly difficult to get stable when at full 12 power and my pictures haven't turned out as well as I would like at that distance.  Overall, I really didn't like the Canon Powershot 310, so I am on the fence as to whether or not I will keep this one.  I have a few more days to think about it.  For now... here is a more detailed list of pros and cons:<br /><br />Pros:<br />- Takes incredibly good photos with regard to color.<br />- Easy to use.<br />- The vivid setting is great for flowers and fall colors.<br />- I love the fisheye effect without having to carry around my Canon DSLR camera and lenses.  I also love having the wide angle.<br />- The miniature setting is kind of fun to use.<br />- Feels incredibly heavy and solid, unlike the new 310.<br />- Fits easily in my purse and pocket.<br /><br />Cons:<br />- Can't stand having finger prints all over the screen when I go to take my picture.<br />- Touch screen drains the battery pretty quickly over the other Canon Powershot cameras.<br />- When zooming out, it is very difficult to keep it steady.<br /><br />Not sure what to order if I send this one back.  So, I am still on the fence, as I am partial to Canon cameras over Nikons.  The red color is not as it is shown in the picture.  It is more of a rust/burgandy color of red... it has a bit more brown to it, but I actually like it.<br /><br />UPDATE: 12/12/2011 - I ended up sending this one back and kept the Canon 310.  I am really glad I did.  I get a great battery life and when I compared the photos on this camera vs. the 510, the photos had better color and looked a lot more crisp from the 310.  I am happy with my decision.",B005I6DU7G,B005IQ33XC,AE2BLXPEH643OUNYUROLEJOHCMWQ,1319150903000,120,True,2004
3.0,Will not charge my iPad. Works fine with cellphones.,"Meh. Too expensive for what you get which is mediocre sound and mediocre charging ability. However, living in San Francisco I bought it for an earthquake kit. I use it to listen to podcasts and it's fine for that and it does charge my cellphone, but is not powerful enough to charge an iPad. It isn't exactly light either so not something I'd want to take backpacking.",B00B8PRRTI,B00B8PRRTI,AHQ7KCZEFKEN3KQC2NJKBM4D2UTQ,1506304379354,0,True,368
5.0,The tactile feel is just right and these simply last.,"These work. Just always. And they last. Not the latest bluetooth, jet-propelled, whiz-bang, but they always work. They last.",B009SPWCFY,B009SPWCFY,AGSXMEKFKM2HDFZ4UNE676O6D5LQ,1420825362000,0,True,124
5.0,Love the quality of the camera!,"I love this little penguin looking camera, very easy to set up, the picture quality is sharp. i dont know much about hanging on the wall, but its nice that you can rotate it from your phone. I just have this placed on a TV stand, on my elderly parent room. This gives me an extra eye to watch them. My younger daughter usually look after them when she comes back from school. I wanted to install one of those surveillance cameras but one of the electrician quoted me $800 to the job, its bit steep. but this one took care of that. Great product!",B075WQRSQY,B075WQRSQY,AHJBGU27F3O32FD55WEGOLV6L4GA,1507781442184,5,True,545
4.0,a very nice option for the ipad air 2 if you want an always-attached keyboard,"I've been using this keyboard for about a week now, and haven't found any flaws yet.  It just works as expected.  I can imagine a few improvements, but this is really a 4.5+ star product.<br /><br />Pairing was dead simple.  The ipad was simple to fit in to the back, and stays securely inside.  Folding in and out (or z-fold) is also about what you'd expect, no nasty surprises.  And when you're typing, you once again get just what you expect from a keyboard.  I find the touch and responsiveness to be pretty good -- the only trouble I have is adjusting to such a small keyboard, but that's also to be expected, it's not a flaw in the product.  The various function keys at the top of the keyboard are pretty handy as well.<br /><br />I haven't tried the feature that allows you to charge your phone from the keyboard's battery, I don't need it.  But it's a nice idea.<br /><br />Very minor criticisms:  (1) It should have come with its own charge adapter, not just cables.  (2) A way to carry a stylus might have been nice. (3) A visual charge level indicator would be helpful (not just the led).  (4) In the z-fold mode, it's not the most comfortable thing to hold in your hands -- maybe a way to detach the top would have been better.",B00ODYYFO6,B00ODYYFO6,AFBTEUJ64WBMX6OGWXMX3LYMTXOA,1423090694000,0,False,1240
4.0,"updated: works well, no problems","I got the newer variant of this (last 3 characters in model name are 20U not 10U), which is supposed to be the same except for more power for the T5xx series.  (Lenovo website says both are compatible with my Lenovo T410 computer.)<br /><br />I thought I had a serious problem because the ethernet port simply would not connect.  But I've since figured out that it had to do with some configuration problems on our office network (I won't go into details here, but they were obscure).<br /><br />The minor problem I find is that the sound seems muted, but I am not worrying too much about that.<br /><br />So no issues: buy one if you have a compatible system.  (Check compatibility on the Lenovo website.)",B002DUD0FC,B002DUD0FC,AFBTEUJ64WBMX6OGWXMX3LYMTXOA,1270758200000,4,False,706
1.0,is this for real?,"What a horrible product, I've tried everything paring, and paring again, updating firmware, nothing works... the music just sounds like a broken record, awful product!!!! Do not buy!!! You have been warned!",B005FVNHBI,B005FVNHBI,AG5XRWTKLUWKRM3O7POLY7AEEXHA,1375804746000,2,False,206
4.0,Seems good,Still in the beginner user stage. Good so far.,B013SATG4O,B013SATG4O,AE24GJD7LU2CDYQLP6PYTC3XZNAA,1593396035001,0,True,46
5.0,This is a great cam! Works great and image is really great,This is a great cam!  Works great and image is really great.  Great price too.,B00VFLWOC0,B00VFLWOC0,AGKVMTJ76JPTDF2NTEOD672VROCA,1495807828000,0,True,78
4.0,orange,doesn't seem as solid and sturdy as expected but it does provide protection and vis easy to put on and remove,B01DFW1S9Q,B06XSXFJHB,AH6SXZQHSALWUBECPXKEM4THI6JQ,1485502696000,1,True,109
5.0,Very easy to use and excellnet content,"Very easy to use and excellnet content.  Comparing to the Apple TV that I already have at home, Amazon TV is definitely a far better product.  Good job Amazon!",B00CX5P8FC,B00CX5P8FC,AH4WRFTVXYNG6ELJFHKD6MUEKDRQ,1431148847000,0,True,159
5.0,Excellent!,"I bought this model a while ago, and looking back,  it was the best one I bought so far.  Highly reliable and you don't get any lost of WIFI.  It was also easy to setup.  I think they have newer models now, so do be aware that this is more of a yesterday's technology.",B005KG44V0,B005KG44V0,AH4WRFTVXYNG6ELJFHKD6MUEKDRQ,1400277404000,0,True,268
4.0,Great protective cover for a Galaxy Tab S4,"I purchased this for a basically new Galaxy Tab S4 tablet I purchased a couple months prior, in order to protect it from damage and incidental environmental exposure. I am quite content with it - the frame is quite rigid, protecting the tablet from flexing. The front cover isn't flimsy, and the material feels like it is high quality, with strong, distinct stitching. The case allows the tablet to be charged without issue. The internal pen holder - for me - is indispensable, as otherwise I would never have the S-pen and consequently never use it.<br /><br />In terms of positioning, the cover is fine. Even sitting back on a recliner-like chair, I can find a position which is comfortable for viewing. It also works fairly well on a table. In terms of weight, it adds a bit to the tablet, I'm guessing 20% or so. Considerable, but the S4 isn't all that light to begin with and you'll have trouble beating this case's weight without sacrificing rigidity or durability. In terms of aesthetics, it is on point - hard, clean lines, subdued texturing and coloration, quite refined.<br /><br />As for complaints, not many. It is hard to get the tablet out of the case once you put it in there, so make sure you have your SD and/or SIM card installed before you pop it in. It takes some time to get used to how the stand works, and it isn't the best at staying upright if you are moving things around on the table, though I have only had it slde flat a couple times. That's about it.<br /><br />This isn't a case you want to use for a child or teenager - probably - or for a tablet you intend to bring out into the weather or while traveling in less-than-ideal environments. They have tablets cover for that purpose. This one is better for people bringing the tablet around the house, leaving it on the kitchen counter, maybe taking it by car to the office and back in a padded sleeve - I bought ASIN: B07Z4JZFWF, which works well for that purpose.<br /><br />Would recommend.",B07GF8K8ZW,B07GF8K8ZW,AHNOLQG5SZLLNGPOF3GAVRMQMQDQ,1610139452477,0,True,1973
4.0,Good idea,"Good idea, great value. Arduino and board work fine. However, the rubber feet that come with the baseplate are not large enough to support the baseplate, so it can't stand properly.",B01KZN2YPK,B01KZN2YPK,AEJDKJNB7LOSFDPWDDGBXSHWOYOA,1552064660432,0,True,181
5.0,I like them for some music,"I was not sure I would like these after reading the reviews, but I do. They are a little harsh, but for some music they are great.  Mellow, NO.  Bright, Yes.",B007KZPM8I,B007KZPM8I,AEMI74JHKARVZR5F3DVAK4FMANXQ,1504669283992,4,True,157
3.0,It shipped quickly,Product as described - I didn't realize I'd have to charge the keyboard.  I didn't have to on my last keyboard so I don't like that,B07KT3M68N,B07KT3M68N,AHAD7RQZSTGDBXWH6OJ3JRF6DBAA,1588260041543,1,True,131
5.0,Easy to use,[[VIDEOID:f3253f4f1268938cdb17b628a210bc70]] I bought these for a recent camping trip.  I wanted to do some bird watching while the family went on a hike so I needed some good binoculars.  These are a great option because they are good quality at a bargain price.  They are waterproof so you can use them near water.  They also have night vision so you can use them in low light as well.  They come with caps to protect the lenses and eye pieces.  They are easy to adjust to get the right fit.,B095WT1XY5,B095WT1XY5,AHJYOD56GVUHGUW6NV4US7JR6NDA,1627540181532,16,True,493
